,Customer_ID,Age,AnnualIncome,Account_Balance,CreditScore,Tenure,City,Segment,Channel,datetime,Active,RiskLevel,MonthlySpend,Transactions,SatisfactionScore,Income_Lakhs,MonthlyIncome,Income_After_Spending,Balance_Income_Ratio
57,101024,37,37411,37411,608,9,Mumbai,Corporate,Mobile,2021-07-28 00:00:00,Yes,Medium,35753,17,4.4,0.37411,3117.5833333333335,-32635.416666666668,1.0
58,101713,38,139999,139999,682,12,Kolkata,Retail,Online,2026-01-25 00:00:00,Yes,Medium,24646,50,2.1,1.39999,11666.583333333334,-12979.416666666666,1.0
59,100681,52,206187,206187,728,9,Kolkata,Corporate,Agent,2023-12-01 00:00:00,Yes,High,40965,112,1.2,2.06187,17182.25,-23782.75,1.0
60,101564,45,70232,70232,542,14,pune,Corporate,Branch,2022-11-04 00:00:00,Yes,High,29657,57,9.4,0.70232,5852.666666666667,-23804.333333333332,1.0
61,101524,49,136487,136487,688,5,Hyderabad,Corporate,Branch,2023-02-20 00:00:00,No,Medium,44026,9,3.4,1.36487,11373.916666666666,-32652.083333333336,1.0
62,101898,46,79869,79869,504,15,Bangalore,SME,Branch,2022-07-22 00:00:00,Yes,High,24646,13,5.6,0.79869,6655.75,-17990.25,1.0
63,100614,62,76924,76924,510,1,Bangalore,Premium,Branch,2021-11-23 00:00:00,Yes,High,26310,59,4.4,0.76924,6410.333333333333,-19899.666666666668,1.0
64,100535,73,64062,64062,805,9,Bangalore,value,Online,,Yes,Low,40051,9,4.3,0.64062,5338.5,-34712.5,1.0
65,100308,47,76047,76047,490,1,Mumbai,Retail,Online,2022-11-08 00:00:00,Yes,High,44125,118,2.6,0.76047,6337.25,-37787.75,1.0
66,100969,47,245171,245171,554,14,Pune,Corporate,Branch,2021-04-17 00:00:00,Yes,Medium,18338,140,5.6,2.45171,20430.916666666668,2092.916666666668,1.0
67,101469,58,42069,42069,560,14,Kolkata,Premium,Agent,2023-11-07 00:00:00,Yes,Medium,4691,63,9.4,0.42069,3505.75,-1185.25,1.0
68,101936,21,245460,245460,773,0,bangalore,SME,Online,2023-07-15 00:00:00,Yes,Low,23216,135,4.6,2.4546,20455.0,-2761.0,1.0
69,100549,75,130823,130823,710,15,Hyderabad,Premium,Agent,2024-12-16 00:00:00,Yes,Low,22031,16,2.0,1.30823,10901.916666666666,-11129.083333333334,1.0
70,101126,75,178686,178686,446,14,pune,Premium,Agent,2024-12-28 00:00:00,No,High,45017,29,7.7,1.78686,14890.5,-30126.5,1.0
71,100412,34,54426,54426,422,4,Chennai,SME,Mobile,2021-04-30 00:00:00,No,High,33610,72,5.7,0.54426,4535.5,-29074.5,1.0
72,101407,63,181123,181123,725,1,Pune,Retail,Agent,2021-04-22 00:00:00,No,Low,20009,13,5.3,1.81123,15093.583333333334,-4915.416666666666,1.0
73,101419,29,139999,139999,338,11,Bangalore,Premium,Online,2022-07-01 00:00:00,Yes,High,43147,131,3.1,1.39999,11666.583333333334,-31480.416666666664,1.0
74,101250,73,214013,214013,534,8,Chennai,Corporate,Mobile,2022-09-18 00:00:00,Yes,High,11686,108,1.3,2.14013,17834.416666666668,6148.416666666668,1.0
75,101952,69,218016,218016,829,10,Kolkata,Corporate,Online,2023-09-08 00:00:00,Yes,Low,38451,10,6.0,2.18016,18168.0,-20283.0,1.0
76,100257,40,31154,31154,807,6,Mumbai,Premium,Agent,2025-04-07 00:00:00,Yes,Low,47849,23,9.1,0.31154,2596.1666666666665,-45252.833333333336,1.0
77,101086,74,51035,51035,713,7,,Premium,Online,2022-05-15 00:00:00,Yes,Low,42890,36,5.2,0.51035,4252.916666666667,-38637.083333333336,1.0
78,100731,42,244861,244861,607,0,Hyderabad,Premium,Branch,2022-08-11 00:00:00,Yes,Medium,25818,76,1.5,2.44861,20405.083333333332,-5412.916666666668,1.0
79,101495,66,165905,165905,357,10,Hyderabad,Retail,Online,2021-11-01 00:00:00,Yes,High,16283,22,6.5,1.65905,13825.416666666666,-2457.583333333334,1.0
80,101857,20,232020,232020,547,8,Kolkata,Premium,Agent,2023-01-05 00:00:00,Yes,High,24646,37,2.6,2.3202,19335.0,-5311.0,1.0
81,100345,50,236957,236957,617,3,Delhi,Corporate,Online,2023-04-05 00:00:00,Yes,Medium,2057,63,5.5,2.36957,19746.416666666668,17689.416666666668,1.0
82,101180,38,234112,234112,582,6,Hyderabad,Retail,Mobile,2022-08-30 00:00:00,Yes,Medium,5841,102,5.6,2.34112,19509.333333333332,13668.333333333332,1.0
83,101424,22,141859,141859,822,13,Delhi,Corporate,Branch,2023-06-17 00:00:00,Yes,Low,24646,119,4.7,1.41859,11821.583333333334,-12824.416666666666,1.0
84,101890,49,188834,188834,753,0,Kolkata,Premium,Agent,,YES,Low,17796,147,5.595907928388747,1.88834,15736.166666666666,-2059.833333333334,1.0
85,101186,47,71857,71857,672,1,Bangalore,SME,Mobile,2024-12-21 00:00:00,Yes,Medium,17084,17,8.5,0.71857,5988.083333333333,-11095.916666666668,1.0
86,101478,35,179324,179324,610,9,Kolkata,Corporate,Mobile,2025-10-16 00:00:00,Yes,High,9815,37,3.9,1.79324,14943.666666666666,5128.666666666666,1.0
87,101994,30,212116,212116,570,15,Delhi,Retail,Mobile,2024-02-04 00:00:00,Yes,Low,38054,101,5.9,2.12116,17676.333333333332,-20377.666666666668,1.0
88,101780,47,112969,112969,398,10,Bangalore,SME,Online,2024-10-08 00:00:00,Yes,High,21240,80,7.6,1.12969,9414.083333333334,-11825.916666666666,1.0
89,100300,24,100897,100897,378,13,Mumbai,SME,Mobile,2024-12-20 00:00:00,Yes,High,24578,75,4.4,1.00897,8408.083333333334,-16169.916666666666,1.0
90,101119,64,32099,32099,444,7,Mumbai,Retail,Agent,2023-09-28 00:00:00,No,High,24085,24,5.595907928388747,0.32099,2674.9166666666665,-21410.083333333332,1.0
91,101926,65,97692,97692,579,9,Pune,value,Branch,2021-08-21 00:00:00,Yes,Medium,16309,33,1.9,0.97692,8141.0,-8168.0,1.0
92,101300,22,120081,120081,437,2,Delhi,SME,Online,2022-04-06 00:00:00,Yes,High,17677,76,5.4,1.20081,10006.75,-7670.25,1.0
93,100070,64,73874,73874,384,1,Bangalore,Retail,Online,2022-08-24 00:00:00,Yes,High,21869,48,2.0,0.73874,6156.166666666667,-15712.833333333332,1.0
94,101568,46,234093,234093,598,5,Bangalore,SME,Branch,2023-12-29 00:00:00,No,Medium,32808,112,9.5,2.34093,19507.75,-13300.25,1.0
95,100573,54,104134,104134,770,7,hyderabad,Premium,Mobile,2025-10-29 00:00:00,Yes,Low,30755,121,5.9,1.04134,8677.833333333334,-22077.166666666664,1.0
96,101884,51,153202,153202,554,6,,SME,Branch,2024-02-10 00:00:00,Yes,Medium,35388,74,1.8,1.53202,12766.833333333334,-22621.166666666664,1.0
97,101152,62,184210,184210,536,11,Hyderabad,Premium,Branch,,No,High,18587,90,2.5,1.8421,15350.833333333334,-3236.166666666666,1.0
98,101477,24,70603,70603,507,3,Pune,Retail,Branch,2025-06-06 00:00:00,No,High,40479,20,5.6,0.70603,5883.583333333333,-34595.416666666664,1.0
99,100880,44,221133,221133,570,12,Hyderabad,SME,Mobile,2021-05-08 00:00:00,No,Medium,33578,6,9.1,2.21133,18427.75,-15150.25,1.0
100,101768,60,162488,162488,570,1,Mumbai,Premium,Agent,,Yes,Medium,48286,100,4.0,1.62488,13540.666666666666,-34745.333333333336,1.0
101,100819,73,226659,226659,566,3,Mumbai,Corporate,Online,2024-02-19 00:00:00,Yes,Medium,33884,15,9.6,2.26659,18888.25,-14995.75,1.0
102,100481,25,80204,80204,689,6,Pune,Premium,Agent,2021-09-29 00:00:00,No,Medium,16696,75,2.4,0.80204,6683.666666666667,-10012.333333333332,1.0
103,100100,47,228617,228617,421,11,,SME,Online,2022-03-06 00:00:00,,High,32979,112,3.4,2.28617,19051.416666666668,-13927.583333333332,1.0
104,100608,36,42772,42772,639,9,Hyderabad,SME,Online,2024-10-03 00:00:00,No,Medium,23669,86,1.4,0.42772,3564.3333333333335,-20104.666666666668,1.0
105,100742,59,152834,152834,741,2,Delhi,Premium,Mobile,2024-10-15 00:00:00,No,Low,4209,140,5.4,1.52834,12736.166666666666,8527.166666666666,1.0
106,101631,37,43658,43658,794,3,Pune,SME,Branch,2022-04-21 00:00:00,Yes,Low,23576,9,6.9,0.43658,3638.1666666666665,-19937.833333333332,1.0
107,101665,71,105257,105257,471,14,Bangalore,Retail,Mobile,2023-02-21 00:00:00,No,High,37455,120,5.1,1.05257,8771.416666666666,-28683.583333333336,1.0
108,100562,33,49089,49089,712,10,Pune,Corporate,Agent,2023-01-27 00:00:00,Yes,Low,15240,40,3.8,0.49089,4090.75,-11149.25,1.0
109,100112,32,169353,169353,570,2,,Corporate,Branch,2022-05-17 00:00:00,No,Medium,31838,71,3.2,1.69353,14112.75,-17725.25,1.0
110,101023,34,123723,123723,820,2,Bangalore,Premium,Agent,2022-05-13 00:00:00,Yes,Low,30264,136,1.8,1.23723,10310.25,-19953.75,1.0
111,100240,66,154749,154749,433,11,Kolkata,Retail,Mobile,2021-08-18 00:00:00,Yes,High,40317,47,9.7,1.54749,12895.75,-27421.25,1.0
112,101212,47,63714,63714,510,13,hyderabad,Retail,Branch,2025-10-31 00:00:00,Yes,High,18374,144,5.595907928388747,0.63714,5309.5,-13064.5,1.0
113,100129,50,139999,139999,667,13,Pune,Corporate,Online,2025-08-11 00:00:00,No,Medium,45092,115,8.7,1.39999,11666.583333333334,-33425.416666666664,1.0
114,101972,23,241997,241997,527,1,Hyderabad,Premium,Online,2024-07-20 00:00:00,Yes,High,22354,77,6.6,2.41997,20166.416666666668,-2187.583333333332,1.0
115,101950,42,114906,114906,745,7,Hyderabad,Corporate,Branch,2021-03-05 00:00:00,Yes,Low,24646,109,1.5,1.14906,9575.5,-15070.5,1.0
116,100508,60,139999,139999,460,11,Mumbai,Corporate,Branch,2022-06-26 00:00:00,Yes,High,11060,62,4.8,1.39999,11666.583333333334,606.5833333333339,1.0
117,101905,64,60292,60292,460,12,Pune,Premium,Branch,2021-12-24 00:00:00,Yes,High,41708,24,6.2,0.60292,5024.333333333333,-36683.666666666664,1.0
118,101259,19,169129,169129,516,9,Bangalore,Retail,Online,,Yes,High,29836,38,1.8,1.69129,14094.083333333334,-15741.916666666666,1.0
119,101960,62,55795,55795,822,3,Kolkata,Corporate,Online,,Yes,Low,3051,90,5.595907928388747,0.55795,4649.583333333333,1598.583333333333,1.0
120,100707,42,139999,139999,431,15,Hyderabad,Premium,Online,2024-09-27 00:00:00,Yes,High,44710,71,4.1,1.39999,11666.583333333334,-33043.416666666664,1.0
121,101826,39,139999,139999,650,7,Kolkata,Retail,Branch,2024-11-27 00:00:00,,Medium,29851,5,5.0,1.39999,11666.583333333334,-18184.416666666664,1.0
122,101672,46,139999,139999,728,12,Hyderabad,SME,Online,2021-02-14 00:00:00,,Low,12699,19,4.1,1.39999,11666.583333333334,-1032.416666666666,1.0
123,100520,49,157311,157311,317,8,Delhi,Corporate,Mobile,2022-12-04 00:00:00,Yes,High,36026,32,1.3,1.57311,13109.25,-22916.75,1.0
124,100987,54,228218,228218,599,1,Hyderabad,Corporate,Agent,2023-08-28 00:00:00,No,Medium,34834,86,2.8,2.28218,19018.166666666668,-15815.833333333332,1.0
125,100941,40,99520,99520,638,1,Delhi,Retail,Online,2024-08-09 00:00:00,NO,Medium,18509,36,7.0,0.9952,8293.333333333334,-10215.666666666666,1.0
126,101827,75,239369,239369,598,6,Mumbai,Premium,Mobile,,Yes,Medium,6476,123,6.5,2.39369,19947.416666666668,13471.416666666668,1.0
127,100904,67,115517,115517,588,6,Bangalore,SME,Agent,2023-05-09 00:00:00,No,Medium,12452,103,5.7,1.15517,9626.416666666666,-2825.583333333334,1.0
128,101108,40,147811,147811,821,7,Pune,Premium,Online,2024-12-07 00:00:00,No,Low,43695,36,7.7,1.47811,12317.583333333334,-31377.416666666664,1.0
129,101064,35,209492,209492,751,2,Delhi,Retail,Agent,2024-08-25 00:00:00,No,Low,25254,19,5.4,2.09492,17457.666666666668,-7796.333333333332,1.0
130,100965,25,56822,56822,661,0,chennai,Premium,Branch,2023-08-22 00:00:00,Yes,Medium,23395,88,5.1,0.56822,4735.166666666667,-18659.833333333332,1.0
131,100367,33,231789,231789,472,1,Bangalore,Premium,Online,2025-10-31 00:00:00,No,High,7201,146,4.1,2.31789,19315.75,12114.75,1.0
132,101422,65,186326,186326,328,10,Mumbai,Corporate,Mobile,,Yes,High,24646,52,8.9,1.86326,15527.166666666666,-9118.833333333334,1.0
133,100675,74,70379,70379,400,10,Hyderabad,Retail,Branch,2022-01-25 00:00:00,Yes,High,18239,3,9.8,0.70379,5864.916666666667,-12374.083333333332,1.0
134,101813,43,78798,78798,596,10,Hyderabad,Retail,Agent,2022-09-16 00:00:00,Yes,Medium,23947,111,1.2,0.78798,6566.5,-17380.5,1.0
135,101513,57,149302,149302,313,1,Hyderabad,Premium,Online,2022-04-24 00:00:00,Yes,High,48897,4,2.3,1.49302,12441.833333333334,-36455.166666666664,1.0
136,100597,40,139044,139044,751,3,Hyderabad,Premium,Agent,2021-12-29 00:00:00,No,Low,44261,132,6.5,1.39044,11587.0,-32674.0,1.0
137,101197,57,94519,94519,606,12,chennai,Retail,Branch,2025-11-14 00:00:00,Yes,Medium,29023,149,9.7,0.94519,7876.583333333333,-21146.416666666668,1.0
138,101527,66,176716,176716,357,10,Delhi,Retail,Mobile,2025-06-11 00:00:00,Yes,High,28654,146,6.4,1.76716,14726.333333333334,-13927.666666666666,1.0
139,100465,46,227332,227332,656,6,Delhi,Corporate,Online,2024-08-14 00:00:00,Yes,Medium,6078,123,7.0,2.27332,18944.333333333332,12866.333333333332,1.0
140,101677,28,150147,150147,760,15,Mumbai,Retail,Online,2021-01-17 00:00:00,No,High,2281,73,7.5,1.50147,12512.25,10231.25,1.0
141,101803,54,227978,227978,671,9,,SME,Branch,2023-08-09 00:00:00,No,Medium,29640,119,2.7,2.27978,18998.166666666668,-10641.833333333332,1.0
142,101053,49,161614,161614,681,12,Pune,Retail,Mobile,2023-01-12 00:00:00,NO,Medium,41850,39,1.2,1.61614,13467.833333333334,-28382.166666666664,1.0
143,101975,71,249977,249977,582,6,Hyderabad,Premium,Online,2024-12-29 00:00:00,Yes,Medium,27202,32,3.8,2.49977,20831.416666666668,-6370.583333333332,1.0
144,100486,68,248536,248536,464,9,Delhi,SME,Agent,2022-05-16 00:00:00,No,High,24646,110,7.1,2.48536,20711.333333333332,-3934.666666666668,1.0
145,100916,28,59594,59594,735,8,Pune,Corporate,Agent,2023-06-12 00:00:00,Yes,Low,20085,8,9.8,0.59594,4966.166666666667,-15118.833333333332,1.0
146,100129,50,139999,139999,667,13,Pune,Corporate,Online,2025-08-11 00:00:00,No,Medium,45092,115,8.7,1.39999,11666.583333333334,-33425.416666666664,1.0
147,100679,26,71413,71413,465,1,Pune,Corporate,Branch,2023-06-13 00:00:00,No,High,40134,52,3.9,0.71413,5951.083333333333,-34182.916666666664,1.0
148,100830,47,99069,99069,468,11,Hyderabad,Corporate,Branch,2023-05-24 00:00:00,No,High,14009,126,5.9,0.99069,8255.75,-5753.25,1.0
149,100923,30,208362,208362,460,7,Mumbai,SME,Branch,2025-06-23 00:00:00,Yes,High,42163,1,8.5,2.08362,17363.5,-24799.5,1.0
150,101113,43,139999,139999,691,3,,Retail,Branch,2023-11-25 00:00:00,Yes,High,18930,44,9.1,1.39999,11666.583333333334,-7263.416666666666,1.0
151,100619,72,125494,125494,709,11,Mumbai,Retail,Mobile,2025-11-22 00:00:00,Yes,Low,24646,23,4.3,1.25494,10457.833333333334,-14188.166666666666,1.0
152,100772,19,82993,82993,553,8,Bangalore,Corporate,Branch,2023-09-01 00:00:00,No,Medium,47687,37,8.1,0.82993,6916.083333333333,-40770.916666666664,1.0
153,101287,18,126604,126604,625,11,Chennai,Corporate,Agent,2022-04-24 00:00:00,,Medium,40097,138,9.7,1.26604,10550.333333333334,-29546.666666666664,1.0
154,101545,47,185372,185372,511,13,Pune,Premium,Agent,2023-07-25 00:00:00,No,High,42680,89,9.5,1.85372,15447.666666666666,-27232.333333333336,1.0
155,100594,50,222096,222096,626,4,Kolkata,Corporate,Branch,2021-11-29 00:00:00,Yes,Medium,22761,127,9.1,2.22096,18508.0,-4253.0,1.0
156,100116,24,182732,182732,707,9,Pune,Corporate,Mobile,2022-07-07 00:00:00,No,Low,24646,83,6.1,1.82732,15227.666666666666,-9418.333333333334,1.0
157,100768,26,189827,189827,386,4,Mumbai,Corporate,Branch,2021-10-29 00:00:00,Yes,High,21006,145,8.5,1.89827,15818.916666666666,-5187.083333333334,1.0
158,101858,54,204526,204526,601,11,Delhi,Corporate,Branch,2021-05-05 00:00:00,Yes,High,40940,24,4.2,2.04526,17043.833333333332,-23896.166666666668,1.0
159,100901,27,139999,139999,776,12,Hyderabad,SME,Online,2025-10-14 00:00:00,Yes,Low,2738,131,9.1,1.39999,11666.583333333334,8928.583333333334,1.0
160,101947,28,238397,238397,658,2,Chennai,SME,Branch,2022-09-10 00:00:00,Yes,Medium,38337,63,8.3,2.38397,19866.416666666668,-18470.583333333332,1.0
161,101441,47,217402,217402,580,14,Kolkata,Retail,Mobile,2021-07-10 00:00:00,Yes,High,24646,146,4.1,2.17402,18116.833333333332,-6529.166666666668,1.0
162,101791,72,53795,53795,525,14,Pune,Corporate,Agent,2021-02-21 00:00:00,Yes,High,8063,2,8.3,0.53795,4482.916666666667,-3580.083333333333,1.0
163,100889,65,240400,240400,317,14,Mumbai,Retail,Mobile,2021-02-10 00:00:00,No,High,3791,99,3.6,2.404,20033.333333333332,16242.333333333332,1.0
164,100212,50,224988,224988,762,6,Mumbai,Retail,Mobile,2023-10-23 00:00:00,No,Low,49510,67,5.0,2.24988,18749.0,-30761.0,1.0
165,100451,40,92649,92649,535,0,hyderabad,SME,Agent,2024-04-10 00:00:00,Yes,High,13314,16,3.3,0.92649,7720.75,-5593.25,1.0
166,101177,50,182261,182261,614,0,Chennai,Retail,Agent,2021-07-25 00:00:00,Yes,Medium,38832,14,3.1,1.82261,15188.416666666666,-23643.583333333336,1.0
